Y Height,Tan Shift,Sag Shift,Real Height,Ref. Height,Distortion,Wavelength
37.82000000,-0.61395645,-0.54571446,37.68408162,37.68884141,-0.01262917,0.486133 µm.
37.82000000,-0.61395645,-0.54571446,37.68408162,37.68884141,-0.01262917,0.486133 µm.
38.44000000,-0.61491670,-0.54994750,38.30182607,38.30669127,-0.01270066,0.486133 µm.
38.44000000,-0.61491670,-0.54994750,38.30182607,38.30669127,-0.01270066,0.486133 µm.
39.06000000,-0.61439506,-0.55297806,38.91957838,38.92454113,-0.01274966,0.486133 µm.
39.06000000,-0.61439506,-0.55297806,38.91957838,38.92454113,-0.01274966,0.486133 µm.
39.68000000,-0.61233932,-0.55475087,39.53733948,39.54239099,-0.01277493,0.486133 µm.
39.68000000,-0.61233932,-0.55475087,39.53733948,39.54239099,-0.01277493,0.486133 µm.
40.30000000,-0.60869805,-0.55521014,40.15511030,40.16024085,-0.01277518,0.486133 µm.
40.30000000,-0.60869805,-0.55521014,40.15511030,40.16024085,-0.01277518,0.486133 µm.
40.92000000,-0.60342067,-0.55429951,40.77289187,40.77809071,-0.01274910,0.486133 µm.
40.92000000,-0.60342067,-0.55429951,40.77289187,40.77809071,-0.01274910,0.486133 µm.
41.54000000,-0.59645756,-0.55196208,41.39068520,41.39594057,-0.01269536,0.486133 µm.
41.54000000,-0.59645756,-0.55196208,41.39068520,41.39594057,-0.01269536,0.486133 µm.
42.16000000,-0.58776013,-0.54814042,42.00849140,42.01379042,-0.01261258,0.486133 µm.
42.16000000,-0.58776013,-0.54814042,42.00849140,42.01379042,-0.01261258,0.486133 µm.
42.78000000,-0.57728093,-0.54277652,42.62631159,42.63164028,-0.01249938,0.486133 µm.
42.78000000,-0.57728093,-0.54277652,42.62631159,42.63164028,-0.01249938,0.486133 µm.
43.40000000,-0.56497375,-0.53581183,43.24414697,43.24949014,-0.01235431,0.486133 µm.
43.40000000,-0.56497375,-0.53581183,43.24414697,43.24949014,-0.01235431,0.486133 µm.
44.02000000,-0.55079370,-0.52718726,43.86199875,43.86734000,-0.01217592,0.486133 µm.
44.02000000,-0.55079370,-0.52718726,43.86199875,43.86734000,-0.01217592,0.486133 µm.
44.64000000,-0.53469738,-0.51684315,44.47986822,44.48518986,-0.01196272,0.486133 µm.
44.64000000,-0.53469738,-0.51684315,44.47986822,44.48518986,-0.01196272,0.486133 µm.
45.26000000,-0.51664295,-0.50471925,45.09775671,45.10303972,-0.01171319,0.486133 µm.
45.26000000,-0.51664295,-0.50471925,45.09775671,45.10303972,-0.01171319,0.486133 µm.
45.88000000,-0.49659026,-0.49075479,45.71566561,45.72088958,-0.01142578,0.486133 µm.
45.88000000,-0.49659026,-0.49075479,45.71566561,45.72088958,-0.01142578,0.486133 µm.
46.50000000,-0.47450097,-0.47488836,46.33359634,46.33873944,-0.01109891,0.486133 µm.
46.50000000,-0.47450097,-0.47488836,46.33359634,46.33873944,-0.01109891,0.486133 µm.
47.12000000,-0.45033871,-0.45705801,46.95155040,46.95658930,-0.01073097,0.486133 µm.
47.12000000,-0.45033871,-0.45705801,46.95155040,46.95658930,-0.01073097,0.486133 µm.
