Y Height,Tan Shift,Sag Shift,Real Height,Ref. Height,Distortion,Wavelength
0.00000000,-0.06327160,-0.06327160,0.00000000,0.00000000,0.00000000,0.486133 µm.
0.00000000,-0.06327160,-0.06327160,0.00000000,0.00000000,0.00000000,0.486133 µm.
0.21000000,-0.06324688,-0.06326320,0.21001114,0.21001106,0.00003563,0.486133 µm.
0.21000000,-0.06324688,-0.06326320,0.21001114,0.21001106,0.00003563,0.486133 µm.
0.42000000,-0.06317134,-0.06323798,0.42002272,0.42002212,0.00014252,0.486133 µm.
0.42000000,-0.06317134,-0.06323798,0.42002272,0.42002212,0.00014252,0.486133 µm.
0.63000000,-0.06304498,-0.06319594,0.63003521,0.63003319,0.00032067,0.486133 µm.
0.63000000,-0.06304498,-0.06319594,0.63003521,0.63003319,0.00032067,0.486133 µm.
0.84000000,-0.06286779,-0.06313708,0.84004904,0.84004425,0.00057007,0.486133 µm.
0.84000000,-0.06286779,-0.06313708,0.84004904,0.84004425,0.00057007,0.486133 µm.
1.05000000,-0.06263977,-0.06306139,1.05006466,1.05005531,0.00089074,0.486133 µm.
1.05000000,-0.06263977,-0.06306139,1.05006466,1.05005531,0.00089074,0.486133 µm.
1.26000000,-0.06236090,-0.06296886,1.26008254,1.26006637,0.00128267,0.486133 µm.
1.26000000,-0.06236090,-0.06296886,1.26008254,1.26006637,0.00128267,0.486133 µm.
1.47000000,-0.06203114,-0.06285947,1.47010310,1.47007744,0.00174586,0.486133 µm.
1.47000000,-0.06203114,-0.06285947,1.47010310,1.47007744,0.00174586,0.486133 µm.
1.68000000,-0.06165050,-0.06273320,1.68012681,1.68008850,0.00228032,0.486133 µm.
1.68000000,-0.06165050,-0.06273320,1.68012681,1.68008850,0.00228032,0.486133 µm.
1.89000000,-0.06121892,-0.06259005,1.89015411,1.89009956,0.00288604,0.486133 µm.
1.89000000,-0.06121892,-0.06259005,1.89015411,1.89009956,0.00288604,0.486133 µm.
2.10000000,-0.06073640,-0.06242997,2.10018545,2.10011062,0.00356303,0.486133 µm.
2.10000000,-0.06073640,-0.06242997,2.10018545,2.10011062,0.00356303,0.486133 µm.
2.31000000,-0.06020288,-0.06225296,2.31022128,2.31012168,0.00431129,0.486133 µm.
2.31000000,-0.06020288,-0.06225296,2.31022128,2.31012168,0.00431129,0.486133 µm.
2.52000000,-0.05961834,-0.06205899,2.52026205,2.52013275,0.00513082,0.486133 µm.
2.52000000,-0.05961834,-0.06205899,2.52026205,2.52013275,0.00513082,0.486133 µm.
2.73000000,-0.05898273,-0.06184802,2.73030821,2.73014381,0.00602162,0.486133 µm.
2.73000000,-0.05898273,-0.06184802,2.73030821,2.73014381,0.00602162,0.486133 µm.
2.94000000,-0.05829601,-0.06162002,2.94036020,2.94015487,0.00698370,0.486133 µm.
2.94000000,-0.05829601,-0.06162002,2.94036020,2.94015487,0.00698370,0.486133 µm.
3.15000000,-0.05755813,-0.06137497,3.15041848,3.15016593,0.00801705,0.486133 µm.
3.15000000,-0.05755813,-0.06137497,3.15041848,3.15016593,0.00801705,0.486133 µm.
3.36000000,-0.05676904,-0.06111282,3.36048350,3.36017700,0.00912169,0.486133 µm.
3.36000000,-0.05676904,-0.06111282,3.36048350,3.36017700,0.00912169,0.486133 µm.
3.57000000,-0.05592867,-0.06083353,3.57055570,3.57018806,0.01029762,0.486133 µm.
3.57000000,-0.05592867,-0.06083353,3.57055570,3.57018806,0.01029762,0.486133 µm.
3.78000000,-0.05503699,-0.06053706,3.78063554,3.78019912,0.01154483,0.486133 µm.
3.78000000,-0.05503699,-0.06053706,3.78063554,3.78019912,0.01154483,0.486133 µm.
3.99000000,-0.05409391,-0.06022337,3.99072346,3.99021018,0.01286334,0.486133 µm.
3.99000000,-0.05409391,-0.06022337,3.99072346,3.99021018,0.01286334,0.486133 µm.
4.20000000,-0.05309938,-0.05989241,4.20081991,4.20022124,0.01425314,0.486133 µm.
4.20000000,-0.05309938,-0.05989241,4.20081991,4.20022124,0.01425314,0.486133 µm.
4.41000000,-0.05205332,-0.05954414,4.41092534,4.41023231,0.01571424,0.486133 µm.
4.41000000,-0.05205332,-0.05954414,4.41092534,4.41023231,0.01571424,0.486133 µm.
4.62000000,-0.05095567,-0.05917849,4.62104021,4.62024337,0.01724665,0.486133 µm.
4.62000000,-0.05095567,-0.05917849,4.62104021,4.62024337,0.01724665,0.486133 µm.
4.83000000,-0.04980634,-0.05879542,4.83116495,4.83025443,0.01885037,0.486133 µm.
4.83000000,-0.04980634,-0.05879542,4.83116495,4.83025443,0.01885037,0.486133 µm.
5.04000000,-0.04860526,-0.05839486,5.04130003,5.04026549,0.02052540,0.486133 µm.
5.04000000,-0.04860526,-0.05839486,5.04130003,5.04026549,0.02052540,0.486133 µm.
5.25000000,-0.04735234,-0.05797676,5.25144588,5.25027656,0.02227175,0.486133 µm.
5.25000000,-0.04735234,-0.05797676,5.25144588,5.25027656,0.02227175,0.486133 µm.
5.46000000,-0.04604750,-0.05754106,5.46160297,5.46028762,0.02408942,0.486133 µm.
5.46000000,-0.04604750,-0.05754106,5.46160297,5.46028762,0.02408942,0.486133 µm.
5.67000000,-0.04469064,-0.05708769,5.67177173,5.67029868,0.02597842,0.486133 µm.
5.67000000,-0.04469064,-0.05708769,5.67177173,5.67029868,0.02597842,0.486133 µm.
5.88000000,-0.04328168,-0.05661659,5.88195263,5.88030974,0.02793876,0.486133 µm.
5.88000000,-0.04328168,-0.05661659,5.88195263,5.88030974,0.02793876,0.486133 µm.
6.09000000,-0.04182052,-0.05612768,6.09214610,6.09032081,0.02997044,0.486133 µm.
6.09000000,-0.04182052,-0.05612768,6.09214610,6.09032081,0.02997044,0.486133 µm.
6.30000000,-0.04030705,-0.05562089,6.30235260,6.30033187,0.03207347,0.486133 µm.
6.30000000,-0.04030705,-0.05562089,6.30235260,6.30033187,0.03207347,0.486133 µm.
6.51000000,-0.03874118,-0.05509615,6.51257258,6.51034293,0.03424785,0.486133 µm.
6.51000000,-0.03874118,-0.05509615,6.51257258,6.51034293,0.03424785,0.486133 µm.
6.72000000,-0.03712280,-0.05455338,6.72280649,6.72035399,0.03649359,0.486133 µm.
6.72000000,-0.03712280,-0.05455338,6.72280649,6.72035399,0.03649359,0.486133 µm.
6.93000000,-0.03545179,-0.05399250,6.93305478,6.93036505,0.03881070,0.486133 µm.
