Y Angle (deg),Tan Shift,Sag Shift,Real Height,Ref. Height,Distortion,Wavelength
0.00000000,0.34371558,0.34371558,0.00000000,0.00000000,0.00000000,0.486133 µm.
0.00000000,0.34371558,0.34371558,0.00000000,0.00000000,0.00000000,0.486133 µm.
0.31432748,0.34349587,0.34354552,0.19035570,0.19035622,-0.00027404,0.486133 µm.
0.31432748,0.34349587,0.34354552,0.19035570,0.19035622,-0.00027404,0.486133 µm.
0.62865495,0.34282149,0.34303545,0.38072255,0.38072390,-0.00035415,0.486133 µm.
0.62865495,0.34282149,0.34303545,0.38072255,0.38072390,-0.00035415,0.486133 µm.
0.94298243,0.34169261,0.34218574,0.57111172,0.57111450,-0.00048782,0.486133 µm.
0.94298243,0.34169261,0.34218574,0.57111172,0.57111450,-0.00048782,0.486133 µm.
1.25730990,0.34010952,0.34099702,0.76153435,0.76153949,-0.00067526,0.486133 µm.
1.25730990,0.34010952,0.34099702,0.76153435,0.76153949,-0.00067526,0.486133 µm.
1.57163738,0.33807262,0.33947014,0.95200161,0.95201034,-0.00091687,0.486133 µm.
1.57163738,0.33807262,0.33947014,0.95200161,0.95201034,-0.00091687,0.486133 µm.
1.88596485,0.33558242,0.33760622,1.14252468,1.14253854,-0.00121289,0.486133 µm.
1.88596485,0.33558242,0.33760622,1.14252468,1.14253854,-0.00121289,0.486133 µm.
2.20029233,0.33263957,0.33540662,1.33311474,1.33313559,-0.00156389,0.486133 µm.
2.20029233,0.33263957,0.33540662,1.33311474,1.33313559,-0.00156389,0.486133 µm.
2.51461980,0.32924480,0.33287295,1.52378298,1.52381300,-0.00197044,0.486133 µm.
2.51461980,0.32924480,0.33287295,1.52378298,1.52381300,-0.00197044,0.486133 µm.
2.82894728,0.32539897,0.33000707,1.71454060,1.71458232,-0.00243322,0.486133 µm.
2.82894728,0.32539897,0.33000707,1.71454060,1.71458232,-0.00243322,0.486133 µm.
3.14327475,0.32110304,0.32681111,1.90539883,1.90545510,-0.00295300,0.486133 µm.
3.14327475,0.32110304,0.32681111,1.90539883,1.90545510,-0.00295300,0.486133 µm.
3.45760223,0.31635809,0.32328742,2.09636890,2.09644292,-0.00353062,0.486133 µm.
3.45760223,0.31635809,0.32328742,2.09636890,2.09644292,-0.00353062,0.486133 µm.
3.77192970,0.31116529,0.31943865,2.28746208,2.28755740,-0.00416704,0.486133 µm.
3.77192970,0.31116529,0.31943865,2.28746208,2.28755740,-0.00416704,0.486133 µm.
4.08625718,0.30552592,0.31526767,2.47868962,2.47881018,-0.00486329,0.486133 µm.
4.08625718,0.30552592,0.31526767,2.47868962,2.47881018,-0.00486329,0.486133 µm.
4.40058465,0.29944136,0.31077765,2.67006284,2.67021292,-0.00562053,0.486133 µm.
4.40058465,0.29944136,0.31077765,2.67006284,2.67021292,-0.00562053,0.486133 µm.
4.71491213,0.29291308,0.30597198,2.86159306,2.86177736,-0.00644000,0.486133 µm.
4.71491213,0.29291308,0.30597198,2.86159306,2.86177736,-0.00644000,0.486133 µm.
5.02923960,0.28594265,0.30085436,3.05329161,3.05351522,-0.00732302,0.486133 µm.
5.02923960,0.28594265,0.30085436,3.05329161,3.05351522,-0.00732302,0.486133 µm.
5.34356708,0.27853172,0.29542875,3.24516989,3.24543832,-0.00827103,0.486133 µm.
5.34356708,0.27853172,0.29542875,3.24516989,3.24543832,-0.00827103,0.486133 µm.
5.65789455,0.27068204,0.28969936,3.43723929,3.43755848,-0.00928558,0.486133 µm.
5.65789455,0.27068204,0.28969936,3.43723929,3.43755848,-0.00928558,0.486133 µm.
5.97222203,0.26239543,0.28367071,3.62951124,3.62988760,-0.01036832,0.486133 µm.
5.97222203,0.26239543,0.28367071,3.62951124,3.62988760,-0.01036832,0.486133 µm.
6.28654951,0.25367378,0.27734758,3.82199723,3.82243761,-0.01152098,0.486133 µm.
6.28654951,0.25367378,0.27734758,3.82199723,3.82243761,-0.01152098,0.486133 µm.
6.60087698,0.24451906,0.27073505,4.01470875,4.01522050,-0.01274544,0.486133 µm.
6.60087698,0.24451906,0.27073505,4.01470875,4.01522050,-0.01274544,0.486133 µm.
6.91520446,0.23493330,0.26383849,4.20765734,4.20824833,-0.01404366,0.486133 µm.
6.91520446,0.23493330,0.26383849,4.20765734,4.20824833,-0.01404366,0.486133 µm.
7.22953193,0.22491860,0.25666356,4.40085458,4.40153319,-0.01541772,0.486133 µm.
7.22953193,0.22491860,0.25666356,4.40085458,4.40153319,-0.01541772,0.486133 µm.
7.54385941,0.21447709,0.24921624,4.59431209,4.59508727,-0.01686983,0.486133 µm.
7.54385941,0.21447709,0.24921624,4.59431209,4.59508727,-0.01686983,0.486133 µm.
7.85818688,0.20361096,0.24150278,4.78804153,4.78892280,-0.01840229,0.486133 µm.
7.85818688,0.20361096,0.24150278,4.78804153,4.78892280,-0.01840229,0.486133 µm.
8.17251436,0.19232245,0.23352979,4.98205460,4.98305208,-0.02001755,0.486133 µm.
8.17251436,0.19232245,0.23352979,4.98205460,4.98305208,-0.02001755,0.486133 µm.
8.48684183,0.18061380,0.22530417,5.17636306,5.17748751,-0.02171816,0.486133 µm.
8.48684183,0.18061380,0.22530417,5.17636306,5.17748751,-0.02171816,0.486133 µm.
8.80116931,0.16848731,0.21683314,5.37097869,5.37224153,-0.02350681,0.486133 µm.
8.80116931,0.16848731,0.21683314,5.37097869,5.37224153,-0.02350681,0.486133 µm.
9.11549678,0.15594527,0.20812429,5.56591335,5.56732669,-0.02538633,0.486133 µm.
