Y Height,Tan Shift,Sag Shift,Real Height,Ref. Height,Distortion,Wavelength
6.09000000,-0.03232793,-0.03137165,6.09758928,6.09155740,0.09902022,0.486133 µm.
6.09000000,-0.03232793,-0.03137165,6.09758928,6.09155740,0.09902022,0.486133 µm.
6.30000000,-0.03294346,-0.03203352,6.30828599,6.30161111,0.10592353,0.486133 µm.
6.30000000,-0.03294346,-0.03203352,6.30828599,6.30161111,0.10592353,0.486133 µm.
6.51000000,-0.03355501,-0.03270844,6.51902656,6.51166481,0.11305487,0.486133 µm.
6.51000000,-0.03355501,-0.03270844,6.51902656,6.51166481,0.11305487,0.486133 µm.
6.72000000,-0.03416014,-0.03339546,6.72981238,6.72171851,0.12041362,0.486133 µm.
6.72000000,-0.03416014,-0.03339546,6.72981238,6.72171851,0.12041362,0.486133 µm.
6.93000000,-0.03475637,-0.03409361,6.94064483,6.93177222,0.12799918,0.486133 µm.
6.93000000,-0.03475637,-0.03409361,6.94064483,6.93177222,0.12799918,0.486133 µm.
7.14000000,-0.03534111,-0.03480189,7.15152530,7.14182592,0.13581090,0.486133 µm.
7.14000000,-0.03534111,-0.03480189,7.15152530,7.14182592,0.13581090,0.486133 µm.
7.35000000,-0.03591174,-0.03551928,7.36245516,7.35187962,0.14384812,0.486133 µm.
7.35000000,-0.03591174,-0.03551928,7.36245516,7.35187962,0.14384812,0.486133 µm.
7.56000000,-0.03646556,-0.03624469,7.57343580,7.56193333,0.15211015,0.486133 µm.
7.56000000,-0.03646556,-0.03624469,7.57343580,7.56193333,0.15211015,0.486133 µm.
7.77000000,-0.03699981,-0.03697704,7.78446855,7.77198703,0.16059630,0.486133 µm.
7.77000000,-0.03699981,-0.03697704,7.78446855,7.77198703,0.16059630,0.486133 µm.
7.98000000,-0.03751166,-0.03771520,7.99555480,7.98204073,0.16930584,0.486133 µm.
7.98000000,-0.03751166,-0.03771520,7.99555480,7.98204073,0.16930584,0.486133 µm.
8.19000000,-0.03799823,-0.03845801,8.20669587,8.19209444,0.17823804,0.486133 µm.
8.19000000,-0.03799823,-0.03845801,8.20669587,8.19209444,0.17823804,0.486133 µm.
8.40000000,-0.03845657,-0.03920428,8.41789310,8.40214814,0.18739212,0.486133 µm.
8.40000000,-0.03845657,-0.03920428,8.41789310,8.40214814,0.18739212,0.486133 µm.
8.61000000,-0.03888369,-0.03995280,8.62914784,8.61220184,0.19676731,0.486133 µm.
8.61000000,-0.03888369,-0.03995280,8.62914784,8.61220184,0.19676731,0.486133 µm.
8.82000000,-0.03927654,-0.04070231,8.84046140,8.82225555,0.20636281,0.486133 µm.
8.82000000,-0.03927654,-0.04070231,8.84046140,8.82225555,0.20636281,0.486133 µm.
9.03000000,-0.03963201,-0.04145153,9.05183510,9.03230925,0.21617779,0.486133 µm.
9.03000000,-0.03963201,-0.04145153,9.05183510,9.03230925,0.21617779,0.486133 µm.
9.24000000,-0.03994695,-0.04219915,9.26327023,9.24236295,0.22621141,0.486133 µm.
9.24000000,-0.03994695,-0.04219915,9.26327023,9.24236295,0.22621141,0.486133 µm.
9.45000000,-0.04021816,-0.04294382,9.47476811,9.45241666,0.23646282,0.486133 µm.
9.45000000,-0.04021816,-0.04294382,9.47476811,9.45241666,0.23646282,0.486133 µm.
9.66000000,-0.04044239,-0.04368419,9.68633001,9.66247036,0.24693113,0.486133 µm.
9.66000000,-0.04044239,-0.04368419,9.68633001,9.66247036,0.24693113,0.486133 µm.
9.87000000,-0.04061636,-0.04441883,9.89795721,9.87252407,0.25761544,0.486133 µm.
9.87000000,-0.04061636,-0.04441883,9.89795721,9.87252407,0.25761544,0.486133 µm.
10.08000000,-0.04073674,-0.04514633,10.10965099,10.08257777,0.26851483,0.486133 µm.
10.08000000,-0.04073674,-0.04514633,10.10965099,10.08257777,0.26851483,0.486133 µm.
10.29000000,-0.04080018,-0.04586520,10.32141259,10.29263147,0.27962837,0.486133 µm.
10.29000000,-0.04080018,-0.04586520,10.32141259,10.29263147,0.27962837,0.486133 µm.
10.50000000,-0.04080328,-0.04657398,10.53324327,10.50268518,0.29095509,0.486133 µm.
10.50000000,-0.04080328,-0.04657398,10.53324327,10.50268518,0.29095509,0.486133 µm.
10.71000000,-0.04074263,-0.04727112,10.74514427,10.71273888,0.30249403,0.486133 µm.
10.71000000,-0.04074263,-0.04727112,10.74514427,10.71273888,0.30249403,0.486133 µm.
10.92000000,-0.04061479,-0.04795507,10.95711682,10.92279258,0.31424417,0.486133 µm.
10.92000000,-0.04061479,-0.04795507,10.95711682,10.92279258,0.31424417,0.486133 µm.
11.13000000,-0.04041629,-0.04862426,11.16916213,11.13284629,0.32620452,0.486133 µm.
11.13000000,-0.04041629,-0.04862426,11.16916213,11.13284629,0.32620452,0.486133 µm.
11.34000000,-0.04014365,-0.04927708,11.38128142,11.34289999,0.33837404,0.486133 µm.
11.34000000,-0.04014365,-0.04927708,11.38128142,11.34289999,0.33837404,0.486133 µm.
11.55000000,-0.03979339,-0.04991188,11.59347587,11.55295369,0.35075167,0.486133 µm.
11.55000000,-0.03979339,-0.04991188,11.59347587,11.55295369,0.35075167,0.486133 µm.
11.76000000,-0.03936201,-0.05052699,11.80574668,11.76300740,0.36333636,0.486133 µm.
11.76000000,-0.03936201,-0.05052699,11.80574668,11.76300740,0.36333636,0.486133 µm.
11.97000000,-0.03884602,-0.05112072,12.01809502,11.97306110,0.37612701,0.486133 µm.
11.97000000,-0.03884602,-0.05112072,12.01809502,11.97306110,0.37612701,0.486133 µm.
12.18000000,-0.03824192,-0.05169135,12.23052205,12.18311480,0.38912252,0.486133 µm.
12.18000000,-0.03824192,-0.05169135,12.23052205,12.18311480,0.38912252,0.486133 µm.
12.39000000,-0.03754623,-0.05223712,12.44302892,12.39316851,0.40232178,0.486133 µm.
12.39000000,-0.03754623,-0.05223712,12.44302892,12.39316851,0.40232178,0.486133 µm.
12.60000000,-0.03675549,-0.05275625,12.65561679,12.60322221,0.41572364,0.486133 µm.
12.60000000,-0.03675549,-0.05275625,12.65561679,12.60322221,0.41572364,0.486133 µm.
12.81000000,-0.03586627,-0.05324693,12.86828676,12.81327591,0.42932696,0.486133 µm.
12.81000000,-0.03586627,-0.05324693,12.86828676,12.81327591,0.42932696,0.486133 µm.
13.02000000,-0.03487514,-0.05370734,13.08103997,13.02332962,0.44313058,0.486133 µm.
13.02000000,-0.03487514,-0.05370734,13.08103997,13.02332962,0.44313058,0.486133 µm.
