Y Angle (deg),Tan Shift,Sag Shift,Real Height,Ref. Height,Distortion,Wavelength
0.00000000,-0.03491433,-0.03491433,0.00000000,0.00000000,0.00000000,0.486133 µm.
0.00000000,-0.03491433,-0.03491433,0.00000000,0.00000000,0.00000000,0.486133 µm.
0.19967903,-0.03494472,-0.03495878,0.20904154,0.20904171,-0.00007827,0.486133 µm.
0.19967903,-0.03494472,-0.03495878,0.20904154,0.20904171,-0.00007827,0.486133 µm.
0.39935806,-0.03504092,-0.03509205,0.41808709,0.41808849,-0.00033582,0.486133 µm.
0.39935806,-0.03504092,-0.03509205,0.41808709,0.41808849,-0.00033582,0.486133 µm.
0.59903709,-0.03520262,-0.03531396,0.62714064,0.62714543,-0.00076513,0.486133 µm.
0.59903709,-0.03520262,-0.03531396,0.62714064,0.62714543,-0.00076513,0.486133 µm.
0.79871612,-0.03542937,-0.03562421,0.83620619,0.83621761,-0.00136626,0.486133 µm.
0.79871612,-0.03542937,-0.03562421,0.83620619,0.83621761,-0.00136626,0.486133 µm.
0.99839516,-0.03572047,-0.03602236,1.04528774,1.04531011,-0.00213932,0.486133 µm.
0.99839516,-0.03572047,-0.03602236,1.04528774,1.04531011,-0.00213932,0.486133 µm.
1.19807419,-0.03607507,-0.03650786,1.25438931,1.25442800,-0.00308444,0.486133 µm.
1.19807419,-0.03607507,-0.03650786,1.25438931,1.25442800,-0.00308444,0.486133 µm.
1.39775322,-0.03649210,-0.03708004,1.46351488,1.46357638,-0.00420179,0.486133 µm.
1.39775322,-0.03649210,-0.03708004,1.46351488,1.46357638,-0.00420179,0.486133 µm.
1.59743225,-0.03697031,-0.03773808,1.67266847,1.67276033,-0.00549155,0.486133 µm.
1.59743225,-0.03697031,-0.03773808,1.67266847,1.67276033,-0.00549155,0.486133 µm.
1.79711128,-0.03750825,-0.03848106,1.88185408,1.88198495,-0.00695394,0.486133 µm.
1.79711128,-0.03750825,-0.03848106,1.88185408,1.88198495,-0.00695394,0.486133 µm.
1.99679031,-0.03810429,-0.03930794,2.09107571,2.09125533,-0.00858920,0.486133 µm.
1.99679031,-0.03810429,-0.03930794,2.09107571,2.09125533,-0.00858920,0.486133 µm.
2.19646934,-0.03875660,-0.04021753,2.30033737,2.30057657,-0.01039762,0.486133 µm.
2.19646934,-0.03875660,-0.04021753,2.30033737,2.30057657,-0.01039762,0.486133 µm.
2.39614837,-0.03946317,-0.04120853,2.50964306,2.50995378,-0.01237949,0.486133 µm.
2.39614837,-0.03946317,-0.04120853,2.50964306,2.50995378,-0.01237949,0.486133 µm.
2.59582740,-0.04022181,-0.04227951,2.71899680,2.71939207,-0.01453514,0.486133 µm.
2.59582740,-0.04022181,-0.04227951,2.71899680,2.71939207,-0.01453514,0.486133 µm.
2.79550644,-0.04103012,-0.04342892,2.92840259,2.92889654,-0.01686493,0.486133 µm.
2.79550644,-0.04103012,-0.04342892,2.92840259,2.92889654,-0.01686493,0.486133 µm.
2.99518547,-0.04188555,-0.04465507,3.13786444,3.13847234,-0.01936925,0.486133 µm.
2.99518547,-0.04188555,-0.04465507,3.13786444,3.13847234,-0.01936925,0.486133 µm.
3.19486450,-0.04278533,-0.04595615,3.34738637,3.34812458,-0.02204849,0.486133 µm.
3.19486450,-0.04278533,-0.04595615,3.34738637,3.34812458,-0.02204849,0.486133 µm.
3.39454353,-0.04372655,-0.04733022,3.55697239,3.55785841,-0.02490310,0.486133 µm.
3.39454353,-0.04372655,-0.04733022,3.55697239,3.55785841,-0.02490310,0.486133 µm.
3.59422256,-0.04470610,-0.04877521,3.76662652,3.76767896,-0.02793352,0.486133 µm.
3.59422256,-0.04470610,-0.04877521,3.76662652,3.76767896,-0.02793352,0.486133 µm.
3.79390159,-0.04572070,-0.05028891,3.97635277,3.97759140,-0.03114024,0.486133 µm.
3.79390159,-0.04572070,-0.05028891,3.97635277,3.97759140,-0.03114024,0.486133 µm.
3.99358062,-0.04676690,-0.05186898,4.18615517,4.18760089,-0.03452377,0.486133 µm.
3.99358062,-0.04676690,-0.05186898,4.18615517,4.18760089,-0.03452377,0.486133 µm.
4.19325965,-0.04784108,-0.05351297,4.39603774,4.39771259,-0.03808463,0.486133 µm.
4.19325965,-0.04784108,-0.05351297,4.39603774,4.39771259,-0.03808463,0.486133 µm.
4.39293869,-0.04893945,-0.05521825,4.60600450,4.60793169,-0.04182336,0.486133 µm.
4.39293869,-0.04893945,-0.05521825,4.60600450,4.60793169,-0.04182336,0.486133 µm.
4.59261772,-0.05005807,-0.05698210,4.81605949,4.81826339,-0.04574054,0.486133 µm.
4.59261772,-0.05005807,-0.05698210,4.81605949,4.81826339,-0.04574054,0.486133 µm.
4.79229675,-0.05119283,-0.05880164,5.02620674,5.02871289,-0.04983674,0.486133 µm.
4.79229675,-0.05119283,-0.05880164,5.02620674,5.02871289,-0.04983674,0.486133 µm.
4.99197578,-0.05233947,-0.06067386,5.23645029,5.23928540,-0.05411258,0.486133 µm.
4.99197578,-0.05233947,-0.06067386,5.23645029,5.23928540,-0.05411258,0.486133 µm.
5.19165481,-0.05349359,-0.06259559,5.44679417,5.44998615,-0.05856868,0.486133 µm.
5.19165481,-0.05349359,-0.06259559,5.44679417,5.44998615,-0.05856868,0.486133 µm.
5.39133384,-0.05465063,-0.06456354,5.65724242,5.66082038,-0.06320566,0.486133 µm.
5.39133384,-0.05465063,-0.06456354,5.65724242,5.66082038,-0.06320566,0.486133 µm.
5.59101287,-0.05580590,-0.06657428,5.86779911,5.87179335,-0.06802419,0.486133 µm.
5.59101287,-0.05580590,-0.06657428,5.86779911,5.87179335,-0.06802419,0.486133 µm.
5.79069190,-0.05695456,-0.06862422,6.07846827,6.08291031,-0.07302492,0.486133 µm.
5.79069190,-0.05695456,-0.06862422,6.07846827,6.08291031,-0.07302492,0.486133 µm.
5.99037093,-0.05809168,-0.07070963,6.28925398,6.29417656,-0.07820853,0.486133 µm.
5.99037093,-0.05809168,-0.07070963,6.28925398,6.29417656,-0.07820853,0.486133 µm.
6.19004997,-0.05921215,-0.07282663,6.50016029,6.50559739,-0.08357571,0.486133 µm.
6.19004997,-0.05921215,-0.07282663,6.50016029,6.50559739,-0.08357571,0.486133 µm.
6.38972900,-0.06031080,-0.07497120,6.71119128,6.71717811,-0.08912714,0.486133 µm.
6.38972900,-0.06031080,-0.07497120,6.71119128,6.71717811,-0.08912714,0.486133 µm.
6.58940803,-0.06138232,-0.07713915,6.92235102,6.92892404,-0.09486353,0.486133 µm.
6.58940803,-0.06138232,-0.07713915,6.92235102,6.92892404,-0.09486353,0.486133 µm.
6.78908706,-0.06242131,-0.07932616,7.13364360,7.14084053,-0.10078557,0.486133 µm.
6.78908706,-0.06242131,-0.07932616,7.13364360,7.14084053,-0.10078557,0.486133 µm.
6.98876609,-0.06342227,-0.08152773,7.34507310,7.35293294,-0.10689396,0.486133 µm.
6.98876609,-0.06342227,-0.08152773,7.34507310,7.35293294,-0.10689396,0.486133 µm.
7.18844512,-0.06437964,-0.08373921,7.55664364,7.56520665,-0.11318942,0.486133 µm.
7.18844512,-0.06437964,-0.08373921,7.55664364,7.56520665,-0.11318942,0.486133 µm.
7.38812415,-0.06528776,-0.08595580,7.76835932,7.77766706,-0.11967264,0.486133 µm.
7.38812415,-0.06528776,-0.08595580,7.76835932,7.77766706,-0.11967264,0.486133 µm.
7.58780318,-0.06614092,-0.08817253,7.98022425,7.99031957,-0.12634431,0.486133 µm.
7.58780318,-0.06614092,-0.08817253,7.98022425,7.99031957,-0.12634431,0.486133 µm.
7.78748221,-0.06693337,-0.09038426,8.19224257,8.20316962,-0.13320512,0.486133 µm.
7.78748221,-0.06693337,-0.09038426,8.19224257,8.20316962,-0.13320512,0.486133 µm.
7.98716125,-0.06765930,-0.09258568,8.40441843,8.41622266,-0.14025574,0.486133 µm.
7.98716125,-0.06765930,-0.09258568,8.40441843,8.41622266,-0.14025574,0.486133 µm.
8.18684028,-0.06831289,-0.09477132,8.61675596,8.62948417,-0.14749683,0.486133 µm.
8.18684028,-0.06831289,-0.09477132,8.61675596,8.62948417,-0.14749683,0.486133 µm.
8.38651931,-0.06888830,-0.09693552,8.82925933,8.84295964,-0.15492904,0.486133 µm.
8.38651931,-0.06888830,-0.09693552,8.82925933,8.84295964,-0.15492904,0.486133 µm.
8.58619834,-0.06937970,-0.09907248,9.04193273,9.05665459,-0.16255298,0.486133 µm.
8.58619834,-0.06937970,-0.09907248,9.04193273,9.05665459,-0.16255298,0.486133 µm.
8.78587737,-0.06978128,-0.10117617,9.25478035,9.27057456,-0.17036924,0.486133 µm.
8.78587737,-0.06978128,-0.10117617,9.25478035,9.27057456,-0.17036924,0.486133 µm.
8.98555640,-0.07008726,-0.10324042,9.46780640,9.48472510,-0.17837840,0.486133 µm.
8.98555640,-0.07008726,-0.10324042,9.46780640,9.48472510,-0.17837840,0.486133 µm.
9.18523543,-0.07029192,-0.10525884,9.68101510,9.69911180,-0.18658098,0.486133 µm.
9.18523543,-0.07029192,-0.10525884,9.68101510,9.69911180,-0.18658098,0.486133 µm.
9.38491446,-0.07038961,-0.10722488,9.89441070,9.91374026,-0.19497747,0.486133 µm.
9.38491446,-0.07038961,-0.10722488,9.89441070,9.91374026,-0.19497747,0.486133 µm.
9.58459349,-0.07037478,-0.10913178,10.10799747,10.12861612,-0.20356833,0.486133 µm.
9.58459349,-0.07037478,-0.10913178,10.10799747,10.12861612,-0.20356833,0.486133 µm.
9.78427253,-0.07024201,-0.11097260,10.32177968,10.34374504,-0.21235396,0.486133 µm.
9.78427253,-0.07024201,-0.11097260,10.32177968,10.34374504,-0.21235396,0.486133 µm.
9.98395156,-0.06998602,-0.11274018,10.53576166,10.55913269,-0.22133471,0.486133 µm.
9.98395156,-0.06998602,-0.11274018,10.53576166,10.55913269,-0.22133471,0.486133 µm.
10.18363059,-0.06960168,-0.11442716,10.74994774,10.77478479,-0.23051085,0.486133 µm.
10.18363059,-0.06960168,-0.11442716,10.74994774,10.77478479,-0.23051085,0.486133 µm.
10.38330962,-0.06908411,-0.11602600,10.96434227,10.99070706,-0.23988262,0.486133 µm.
10.38330962,-0.06908411,-0.11602600,10.96434227,10.99070706,-0.23988262,0.486133 µm.
10.58298865,-0.06842861,-0.11752890,11.17894964,11.20690529,-0.24945016,0.486133 µm.
10.58298865,-0.06842861,-0.11752890,11.17894964,11.20690529,-0.24945016,0.486133 µm.
10.78266768,-0.06763077,-0.11892789,11.39377428,11.42338524,-0.25921353,0.486133 µm.
10.78266768,-0.06763077,-0.11892789,11.39377428,11.42338524,-0.25921353,0.486133 µm.
10.98234671,-0.06668649,-0.12021476,11.60882064,11.64015276,-0.26917273,0.486133 µm.
10.98234671,-0.06668649,-0.12021476,11.60882064,11.64015276,-0.26917273,0.486133 µm.
11.18202574,-0.06559199,-0.12138107,11.82409320,11.85721367,-0.27932762,0.486133 µm.
11.18202574,-0.06559199,-0.12138107,11.82409320,11.85721367,-0.27932762,0.486133 µm.
11.38170478,-0.06434389,-0.12241815,12.03959649,12.07457387,-0.28967800,0.486133 µm.
11.38170478,-0.06434389,-0.12241815,12.03959649,12.07457387,-0.28967800,0.486133 µm.
11.58138381,-0.06293923,-0.12331712,12.25533508,12.29223927,-0.30022351,0.486133 µm.
11.58138381,-0.06293923,-0.12331712,12.25533508,12.29223927,-0.30022351,0.486133 µm.
11.78106284,-0.06137552,-0.12406883,12.47131357,12.51021580,-0.31096371,0.486133 µm.
11.78106284,-0.06137552,-0.12406883,12.47131357,12.51021580,-0.31096371,0.486133 µm.
11.98074187,-0.05965081,-0.12466391,12.68753663,12.72850944,-0.32189798,0.486133 µm.
11.98074187,-0.05965081,-0.12466391,12.68753663,12.72850944,-0.32189798,0.486133 µm.
12.18042090,-0.05776372,-0.12509271,12.90400896,12.94712620,-0.33302560,0.486133 µm.
12.18042090,-0.05776372,-0.12509271,12.90400896,12.94712620,-0.33302560,0.486133 µm.
12.38009993,-0.05571353,-0.12534537,13.12073532,13.16607212,-0.34434565,0.486133 µm.
12.38009993,-0.05571353,-0.12534537,13.12073532,13.16607212,-0.34434565,0.486133 µm.
12.57977896,-0.05350022,-0.12541172,13.33772054,13.38535327,-0.35585707,0.486133 µm.
12.57977896,-0.05350022,-0.12541172,13.33772054,13.38535327,-0.35585707,0.486133 µm.
12.77945799,-0.05112457,-0.12528137,13.55496951,13.60497576,-0.36755858,0.486133 µm.
12.77945799,-0.05112457,-0.12528137,13.55496951,13.60497576,-0.36755858,0.486133 µm.
12.97913702,-0.04858821,-0.12494362,13.77248716,13.82494574,-0.37944873,0.486133 µm.
12.97913702,-0.04858821,-0.12494362,13.77248716,13.82494574,-0.37944873,0.486133 µm.
13.17881606,-0.04589372,-0.12438750,13.99027853,14.04526939,-0.39152583,0.486133 µm.
13.17881606,-0.04589372,-0.12438750,13.99027853,14.04526939,-0.39152583,0.486133 µm.
13.37849509,-0.04304470,-0.12360178,14.20834872,14.26595292,-0.40378796,0.486133 µm.
13.37849509,-0.04304470,-0.12360178,14.20834872,14.26595292,-0.40378796,0.486133 µm.
13.57817412,-0.04004589,-0.12257490,14.42670291,14.48700259,-0.41623297,0.486133 µm.
13.57817412,-0.04004589,-0.12257490,14.42670291,14.48700259,-0.41623297,0.486133 µm.
13.77785315,-0.03690328,-0.12129503,14.64534640,14.70842471,-0.42885838,0.486133 µm.
13.77785315,-0.03690328,-0.12129503,14.64534640,14.70842471,-0.42885838,0.486133 µm.
13.97753218,-0.03362420,-0.11975003,14.86428454,14.93022560,-0.44166148,0.486133 µm.
13.97753218,-0.03362420,-0.11975003,14.86428454,14.93022560,-0.44166148,0.486133 µm.
14.17721121,-0.03021747,-0.11792744,15.08352283,15.15241163,-0.45463920,0.486133 µm.
14.17721121,-0.03021747,-0.11792744,15.08352283,15.15241163,-0.45463920,0.486133 µm.
14.37689024,-0.02669350,-0.11581448,15.30306685,15.37498923,-0.46778812,0.486133 µm.
14.37689024,-0.02669350,-0.11581448,15.30306685,15.37498923,-0.46778812,0.486133 µm.
14.57656927,-0.02306450,-0.11339804,15.52292234,15.59796484,-0.48110449,0.486133 µm.
14.57656927,-0.02306450,-0.11339804,15.52292234,15.59796484,-0.48110449,0.486133 µm.
14.77624830,-0.01934456,-0.11066470,15.74309512,15.82134498,-0.49458411,0.486133 µm.
14.77624830,-0.01934456,-0.11066470,15.74309512,15.82134498,-0.49458411,0.486133 µm.
14.97592734,-0.01554989,-0.10760067,15.96359121,16.04513618,-0.50822239,0.486133 µm.
14.97592734,-0.01554989,-0.10760067,15.96359121,16.04513618,-0.50822239,0.486133 µm.
15.17560637,-0.01169897,-0.10419182,16.18441673,16.26934503,-0.52201425,0.486133 µm.
15.17560637,-0.01169897,-0.10419182,16.18441673,16.26934503,-0.52201425,0.486133 µm.
15.37528540,-0.00781279,-0.10042366,16.40557800,16.49397816,-0.53595413,0.486133 µm.
15.37528540,-0.00781279,-0.10042366,16.40557800,16.49397816,-0.53595413,0.486133 µm.
15.57496443,-0.00391505,-0.09628133,16.62708151,16.71904224,-0.55003590,0.486133 µm.
15.57496443,-0.00391505,-0.09628133,16.62708151,16.71904224,-0.55003590,0.486133 µm.
15.77464346,-0.00003240,-0.09174960,16.84893394,16.94454402,-0.56425287,0.486133 µm.
15.77464346,-0.00003240,-0.09174960,16.84893394,16.94454402,-0.56425287,0.486133 µm.
15.97432249,0.00380528,-0.08681286,17.07114218,17.17049024,-0.57859771,0.486133 µm.
15.97432249,0.00380528,-0.08681286,17.07114218,17.17049024,-0.57859771,0.486133 µm.
