Y Height,Tan Shift,Sag Shift,Real Height,Ref. Height,Distortion,Wavelength
0.00000000,-0.32008706,-0.32008706,0.00000000,0.00000000,0.00000000,0.486133 µm.
0.00000000,-0.32008706,-0.32008706,0.00000000,0.00000000,0.00000000,0.486133 µm.
0.21000000,-0.32012961,-0.32011559,0.21040717,0.21040708,0.00004344,0.486133 µm.
0.21000000,-0.32012961,-0.32011559,0.21040717,0.21040708,0.00004344,0.486133 µm.
0.42000000,-0.32026197,-0.32020116,0.42081490,0.42081417,0.00017377,0.486133 µm.
0.42000000,-0.32026197,-0.32020116,0.42081490,0.42081417,0.00017377,0.486133 µm.
0.63000000,-0.32048400,-0.32034372,0.63122372,0.63122125,0.00039100,0.486133 µm.
0.63000000,-0.32048400,-0.32034372,0.63122372,0.63122125,0.00039100,0.486133 µm.
0.84000000,-0.32079545,-0.32054322,0.84163418,0.84162833,0.00069517,0.486133 µm.
0.84000000,-0.32079545,-0.32054322,0.84163418,0.84162833,0.00069517,0.486133 µm.
1.05000000,-0.32119599,-0.32079956,1.05204684,1.05203541,0.00108631,0.486133 µm.
1.05000000,-0.32119599,-0.32079956,1.05204684,1.05203541,0.00108631,0.486133 µm.
1.26000000,-0.32168519,-0.32111261,1.26246225,1.26244250,0.00156448,0.486133 µm.
1.26000000,-0.32168519,-0.32111261,1.26246225,1.26244250,0.00156448,0.486133 µm.
1.47000000,-0.32226250,-0.32148223,1.47288095,1.47284958,0.00212975,0.486133 µm.
1.47000000,-0.32226250,-0.32148223,1.47288095,1.47284958,0.00212975,0.486133 µm.
1.68000000,-0.32292730,-0.32190824,1.68330349,1.68325666,0.00278218,0.486133 µm.
1.68000000,-0.32292730,-0.32190824,1.68330349,1.68325666,0.00278218,0.486133 µm.
1.89000000,-0.32367886,-0.32239043,1.89373044,1.89366374,0.00352187,0.486133 µm.
1.89000000,-0.32367886,-0.32239043,1.89373044,1.89366374,0.00352187,0.486133 µm.
2.10000000,-0.32451636,-0.32292859,2.10416233,2.10407083,0.00434891,0.486133 µm.
2.10000000,-0.32451636,-0.32292859,2.10416233,2.10407083,0.00434891,0.486133 µm.
2.31000000,-0.32543888,-0.32352244,2.31459973,2.31447791,0.00526343,0.486133 µm.
2.31000000,-0.32543888,-0.32352244,2.31459973,2.31447791,0.00526343,0.486133 µm.
2.52000000,-0.32644540,-0.32417171,2.52504319,2.52488499,0.00626554,0.486133 µm.
2.52000000,-0.32644540,-0.32417171,2.52504319,2.52488499,0.00626554,0.486133 µm.
2.73000000,-0.32753480,-0.32487608,2.73549327,2.73529207,0.00735538,0.486133 µm.
2.73000000,-0.32753480,-0.32487608,2.73549327,2.73529207,0.00735538,0.486133 µm.
2.94000000,-0.32870587,-0.32563521,2.94595052,2.94569916,0.00853310,0.486133 µm.
2.94000000,-0.32870587,-0.32563521,2.94595052,2.94569916,0.00853310,0.486133 µm.
3.15000000,-0.32995729,-0.32644873,3.15641550,3.15610624,0.00979886,0.486133 µm.
3.15000000,-0.32995729,-0.32644873,3.15641550,3.15610624,0.00979886,0.486133 µm.
3.36000000,-0.33128766,-0.32731626,3.36688878,3.36651332,0.01115283,0.486133 µm.
3.36000000,-0.33128766,-0.32731626,3.36688878,3.36651332,0.01115283,0.486133 µm.
3.57000000,-0.33269546,-0.32823736,3.57737093,3.57692041,0.01259519,0.486133 µm.
3.57000000,-0.33269546,-0.32823736,3.57737093,3.57692041,0.01259519,0.486133 µm.
3.78000000,-0.33417909,-0.32921159,3.78786249,3.78732749,0.01412615,0.486133 µm.
3.78000000,-0.33417909,-0.32921159,3.78786249,3.78732749,0.01412615,0.486133 µm.
3.99000000,-0.33573683,-0.33023847,3.99836405,3.99773457,0.01574591,0.486133 µm.
3.99000000,-0.33573683,-0.33023847,3.99836405,3.99773457,0.01574591,0.486133 µm.
4.20000000,-0.33736689,-0.33131748,4.20887617,4.20814165,0.01745469,0.486133 µm.
4.20000000,-0.33736689,-0.33131748,4.20887617,4.20814165,0.01745469,0.486133 µm.
4.41000000,-0.33906735,-0.33244811,4.41939943,4.41854874,0.01925274,0.486133 µm.
4.41000000,-0.33906735,-0.33244811,4.41939943,4.41854874,0.01925274,0.486133 µm.
4.62000000,-0.34083620,-0.33362978,4.62993439,4.62895582,0.02114030,0.486133 µm.
4.62000000,-0.34083620,-0.33362978,4.62993439,4.62895582,0.02114030,0.486133 µm.
4.83000000,-0.34267135,-0.33486190,4.84048165,4.83936290,0.02311763,0.486133 µm.
4.83000000,-0.34267135,-0.33486190,4.84048165,4.83936290,0.02311763,0.486133 µm.
5.04000000,-0.34457057,-0.33614386,5.05104177,5.04976998,0.02518500,0.486133 µm.
5.04000000,-0.34457057,-0.33614386,5.05104177,5.04976998,0.02518500,0.486133 µm.
